iter	Logloss
283	0.3849446914
284	0.3849007209
285	0.3848249379
286	0.3847651447
287	0.3846995799
288	0.3846355289
289	0.3845805368
290	0.3845082271
291	0.3844530787
292	0.3844062153
293	0.3843420003
294	0.3842748543
295	0.3842410569
296	0.384194698
297	0.3841218549
298	0.3840562742
299	0.3840016379
300	0.3839514336
301	0.3839122018
302	0.3838424754
303	0.3837890236
304	0.3837325039
305	0.3836953428
306	0.3836498933
307	0.3836049623
308	0.3835508528
309	0.3834837287
310	0.3834261211
311	0.3833815044
312	0.3833061401
313	0.3832543879
314	0.3832053245
315	0.3831400284
316	0.383091846
317	0.3830365516
318	0.3829874813
319	0.3829183612
320	0.3828656704
321	0.3828306309
322	0.3827697098
323	0.3827321083
324	0.3826757176
325	0.382620366
326	0.3825893116
327	0.3825337922
328	0.3824786423
329	0.3824204852
330	0.3823558281
331	0.3823059982
332	0.3822407743
333	0.3821978515
334	0.3821529467
335	0.3821073553
336	0.3820459074
337	0.381982012
338	0.3819100944
339	0.3818746274
340	0.3818301187
341	0.3817661155
342	0.3817129676
343	0.3816630716
344	0.3816223928
345	0.3815841836
346	0.3815600705
347	0.3814979892
348	0.3814426831
349	0.3813904229
350	0.3813494971
351	0.381307796
352	0.3812482773
353	0.3812091331
354	0.3811670565
355	0.3811158375
356	0.3810548848
357	0.380988955
358	0.3809489912
359	0.3808959588
360	0.3808381175
361	0.3807862612
362	0.3807332775
363	0.3806834599
364	0.3806242173
365	0.3805587261
366	0.3805146147
367	0.3804713972
368	0.380425344
369	0.3803854603
370	0.3803282082
371	0.3802830998
372	0.3802363569
373	0.3801903321
374	0.3801449981
375	0.3800964562
376	0.3800450738
377	0.3799874233
378	0.379921046
379	0.3798840039
380	0.3798330135
381	0.3797750631
382	0.3797368561
383	0.3796820592
384	0.3796557468
385	0.3795868108
386	0.3795468597
387	0.3795176541
388	0.3794889811
389	0.3794366431
390	0.3793926265
391	0.3793524797
392	0.3792845699
393	0.3792420396
394	0.3791931744
395	0.3791459565
396	0.379097934
397	0.3790509972
398	0.3790176487
399	0.3789768226
400	0.378936954
401	0.3789045694
402	0.3788707658
403	0.3788195533
404	0.3787600895
405	0.3787120014
406	0.378664554
407	0.378606603
408	0.3785705745
409	0.378553572
410	0.3785032546
411	0.3784661543
412	0.3783949926
413	0.3783530905
414	0.37828867
415	0.3782420838
416	0.3781794816
417	0.3781440338
418	0.378101839
419	0.3780441204
420	0.3780188835
421	0.3779856783
422	0.3779388175
423	0.3778949245
424	0.377845504
425	0.3777723598
426	0.3777387117
427	0.3776872618
428	0.3776693396
429	0.3776320972
430	0.377574444
431	0.3775341554
432	0.3774896191
433	0.3774485927
434	0.3774353572
435	0.377409703
436	0.3773605936
437	0.3773205531
438	0.3772892264
439	0.3772247354
440	0.3771557396
441	0.3770981128
442	0.3770630081
443	0.3770165281
444	0.3769773915
445	0.3769373297
446	0.3768769621
447	0.3768272855
448	0.376796214
449	0.3767366629
450	0.3767074084
451	0.3766604816
452	0.3766031487
453	0.376584256
454	0.3765560848
455	0.3765248597
456	0.3764794812
457	0.3764299252
458	0.3763869597
459	0.3763413871
460	0.3762679662
461	0.3762364214
462	0.376168515
463	0.376110249
464	0.3760409241
465	0.3759806523
466	0.3759450844
467	0.3759234571
468	0.3758805206
469	0.3758612158
470	0.3757876237
471	0.375722602
472	0.3756593337
473	0.375601333
474	0.3755591082
475	0.3755147124
476	0.3754727805
477	0.3754141687
478	0.3753617897
479	0.3753175298
480	0.3752616507
481	0.3752056034
482	0.3751723394
483	0.3751110583
484	0.3750811285
485	0.3750295345
486	0.3749844498
487	0.3749437916
488	0.3749057774
489	0.3748387557
490	0.3747971918
491	0.3747616347
492	0.3747172934
493	0.3746742975
494	0.3746223974
495	0.3745818948
496	0.3745258637
497	0.3745030637
498	0.3744379181
499	0.3743939671
500	0.3743562701
501	0.3743124879
502	0.3742498167
503	0.3742154525
504	0.3741650688
505	0.3741056355
506	0.3740564881
507	0.3739978337
508	0.373942037
509	0.3738805853
510	0.373859728
511	0.3738186618
512	0.373759971
513	0.3737032026
514	0.3736674626
515	0.3736490583
516	0.37360258
517	0.3735734104
518	0.3735222097
519	0.3734714441
520	0.3734058158
521	0.3733810952
522	0.3733382331
523	0.373290154
524	0.3732445174
525	0.3732056659
526	0.3731666479
527	0.3731228485
528	0.3730943712
529	0.3730583149
530	0.3730117052
531	0.3729503171
532	0.3728995598
533	0.3728416006
534	0.37280706
535	0.3727721185
536	0.372723404
537	0.3727062318
538	0.3726537779
539	0.3726078767
540	0.3725822526
541	0.3725246576
542	0.3724690384
543	0.3724342532
544	0.372393797
545	0.3723375301
546	0.372284019
547	0.372248037
548	0.3722114526
549	0.3721970268
550	0.3721541949
551	0.3721183718
552	0.3720819277
553	0.3720569863
554	0.3719974156
555	0.3719466803
556	0.3719157042
557	0.3718880349
558	0.3718411905
559	0.3718058685
560	0.3717725602
561	0.3717402519
562	0.3717069268
563	0.3716567608
564	0.3716313685
565	0.3715931401
566	0.3715582724
567	0.3715139465
568	0.3714851362
569	0.371443634
570	0.3713954494
571	0.3713540553
572	0.3713032631
573	0.3712584662
574	0.3712097013
575	0.3711498136
576	0.3711075204
577	0.3710680205
578	0.3710275556
579	0.3710103806
580	0.3709668441
581	0.3709255039
582	0.3708680732
583	0.3708267968
584	0.3707932369
585	0.370749497
586	0.3707021607
587	0.3706393532
588	0.3705943079
589	0.370562011
590	0.3705045588
591	0.3704587143
592	0.3704010732
593	0.3703579482
594	0.3703167692
595	0.3702742902
596	0.3702341646
597	0.3701766805
598	0.3701264043
599	0.3701033846
600	0.370035727
601	0.3699976329
602	0.3699404916
603	0.3698944203
604	0.3698608226
605	0.3698119542
606	0.3697817068
607	0.3697461731
608	0.3697036325
609	0.3696669014
610	0.3696390515
611	0.3695894319
612	0.369556018
613	0.3695039134
614	0.3694499159
615	0.369396643
616	0.3693598411
617	0.3693154209
618	0.3692630243
619	0.3692182642
620	0.369166296
621	0.3691159767
622	0.3690915629
623	0.3690593618
624	0.3690329514
625	0.3689789771
626	0.3689555436
627	0.3689281689
628	0.3688785346
629	0.3688237692
630	0.3687743955
631	0.3687191022
632	0.3686792797
633	0.3686293647
634	0.3685982517
635	0.3685405128
636	0.3684908366
637	0.368445899
638	0.3684021386
639	0.3683764161
640	0.3683349027
641	0.3682828445
642	0.3682394338
643	0.3681994072
644	0.3681683042
645	0.3681054561
646	0.3680829117
647	0.368028074
648	0.3680010496
649	0.36795747
650	0.3679276958
651	0.3678797941
652	0.3678464376
653	0.3677965115
654	0.3677681452
655	0.3677281041
656	0.3676934634
657	0.3676526315
658	0.3676203243
659	0.367574399
660	0.367521674
661	0.367469487
662	0.3674394824
663	0.3673996721
664	0.3673563975
665	0.3673214146
666	0.3672871327
667	0.3672531255
668	0.3672169949
669	0.3671674094
670	0.3671320408
671	0.367095049
672	0.367060314
673	0.3670174296
674	0.366982304
675	0.3669574611
676	0.3668948631
677	0.3668470328
678	0.3668158441
679	0.3667578388
680	0.3666928088
681	0.3666173256
682	0.3665597349
683	0.3665099878
684	0.3664887823
685	0.3664635045
686	0.3664422496
687	0.3663984599
688	0.3663406714
689	0.3662947324
690	0.3662606728
691	0.3661982979
692	0.3661558615
693	0.3661065997
694	0.3660630705
695	0.3660223729
696	0.3659711493
697	0.3659205759
698	0.3658750168
699	0.3658336702
700	0.3657862608
701	0.3657255383
702	0.3656993679
703	0.3656580355
704	0.3656115627
705	0.3655546096
706	0.3655167591
707	0.3654640245
708	0.3654126768
709	0.3653780976
710	0.3653174537
711	0.365280132
712	0.3652484366
713	0.3652101675
714	0.3651744812
715	0.3651217445
716	0.3650684003
717	0.3650228841
718	0.3649917518
719	0.3649306577
720	0.3648671087
721	0.3648249049
722	0.3647820153
723	0.3647491762
724	0.3646946886
725	0.3646454132
726	0.3646250694
727	0.3645748576
728	0.364543995
729	0.3645057081
730	0.3644569867
731	0.3644323139
732	0.3643767796
733	0.3643353561
734	0.3642890125
735	0.3642428653
736	0.3642129894
737	0.3641713676
738	0.3641301687
739	0.3640879809
740	0.364043326
741	0.3639920246
742	0.3639588267
743	0.3639020275
744	0.3638622142
745	0.3638279607
746	0.3638046352
747	0.3637618081
748	0.3637340391
749	0.3636997854
750	0.363650925
751	0.363609292
752	0.36356717
753	0.3635297291
754	0.3634894735
755	0.3634619761
756	0.3634181796
757	0.3633715732
758	0.3633346902
759	0.3632954281
760	0.3632635712
761	0.3632256338
762	0.3631871774
763	0.3631381883
764	0.3630865482
765	0.3630566224
766	0.3629995908
767	0.3629496246
768	0.3629067131
769	0.3628611705
770	0.3628325124
771	0.3627832263
772	0.3627487018
773	0.3627068445
774	0.3626718845
775	0.3626419065
776	0.3626086833
777	0.3625721434
778	0.3625146277
779	0.3624588344
780	0.3624164495
781	0.3623785566
782	0.362337357
783	0.3622945789
784	0.3622496736
785	0.3622005678
786	0.3621498521
787	0.3621045536
788	0.3620440372
789	0.3619945153
790	0.3619271547
791	0.3618886708
792	0.361837748
793	0.3618027823
794	0.3617641049
795	0.3617229788
796	0.3616787151
797	0.3616437996
798	0.3616087595
799	0.3615859738
800	0.3615516786
801	0.3615198616
802	0.3614896787
803	0.3614623772
804	0.3614289202
805	0.3613781285
806	0.3613416146
807	0.3613083267
808	0.3612738
809	0.361239033
810	0.3612080079
811	0.361155862
812	0.3611214132
813	0.3610929675
814	0.3610515738
815	0.3610294072
816	0.3609779351
817	0.3609233492
818	0.3608883724
819	0.3608507147
820	0.3608197947
821	0.3607834665
822	0.360751646
823	0.360696879
824	0.3606673525
825	0.3606377428
826	0.3606105138
827	0.3605800936
828	0.360554479
829	0.360522312
830	0.3604782248
831	0.3604398416
832	0.3604055525
833	0.3603635833
834	0.3603329791
835	0.3602779061
836	0.3602287028
837	0.3601874297
838	0.3601592573
839	0.3601204559
840	0.3600733483
841	0.3600231804
842	0.3599951038
843	0.3599711425
844	0.3599492847
845	0.3598963838
846	0.3598363416
847	0.3597865713
848	0.3597297398
849	0.3596982396
850	0.3596595356
851	0.3596286905
852	0.3595881295
853	0.3595264251
854	0.3594841016
855	0.3594477897
856	0.3594075559
857	0.3593858752
858	0.3593442721
859	0.3593078344
860	0.3592728567
861	0.3592410548
862	0.3592023014
863	0.3591541041
864	0.3591203348
865	0.359097695
866	0.3590645548
867	0.3590249587
868	0.3589768825
869	0.3589229665
870	0.3588945623
871	0.3588768005
872	0.3588477738
873	0.3588008535
874	0.3587600655
875	0.3587330055
876	0.3587160101
877	0.3586827398
878	0.3586338488
879	0.3586158893
880	0.3585762575
881	0.3585503216
882	0.3585259212
883	0.3584927999
884	0.3584565395
885	0.3584163099
886	0.3583465046
887	0.3583014263
888	0.3582536679
889	0.3582262096
890	0.3581988539
891	0.3581609746
892	0.3581231943
893	0.3580810545
894	0.3580172869
895	0.3579796048
896	0.357940145
897	0.3579066147
898	0.3578587907
899	0.3578211398
900	0.3577650577
901	0.3577444861
902	0.3577138363
903	0.3576811125
904	0.357654171
905	0.3576291804
906	0.357578601
907	0.357540839
908	0.3575040362
909	0.3574878127
910	0.3574484108
911	0.3574213872
912	0.3573720866
913	0.3573462013
914	0.3572869142
915	0.3572679866
916	0.3572361194
917	0.3571942962
918	0.3571562521
919	0.3571069575
920	0.3570698298
921	0.3570420943
922	0.3570187331
923	0.3569820429
924	0.356952453
925	0.3569140806
926	0.3568766192
927	0.3568499002
928	0.3568037052
929	0.3567758005
930	0.3567358353
931	0.3566825815
932	0.3566094468
933	0.3565801606
934	0.356531659
935	0.3564912018
936	0.3564348104
937	0.3563941443
938	0.3563711607
939	0.356330527
940	0.3562917715
941	0.3562537862
942	0.3562065624
943	0.3561604714
944	0.3561398422
945	0.3561083052
946	0.3560739683
947	0.3560476105
948	0.3560156899
949	0.3559693169
950	0.3559402933
951	0.3559050733
952	0.3558610972
953	0.3558124898
954	0.355784652
955	0.3557641033
956	0.355689504
957	0.3556545261
958	0.3556183393
959	0.3555799277
960	0.3555508098
961	0.3555172395
962	0.3554854056
963	0.3554439695
964	0.3554133229
965	0.3553631306
966	0.3553242239
967	0.3552886547
968	0.3552563573
969	0.3552183042
970	0.355193119
971	0.3551656865
972	0.3551312406
973	0.3550905361
974	0.3550674465
975	0.3550348603
976	0.3550086918
977	0.3549697031
978	0.3549467183
979	0.3548986372
980	0.354874037
981	0.3548352631
982	0.3548113434
983	0.3547660222
984	0.3547207585
985	0.3546952068
986	0.3546543873
987	0.3546140257
988	0.3545898571
989	0.3545658411
990	0.3545283019
991	0.3544984092
992	0.3544728366
993	0.3544393394
994	0.3544141244
995	0.3543542853
996	0.3542932299
997	0.3542726408
998	0.3542389336
999	0.3542047088
1844275
